user_id,drink_id,fruity_user,milky_user,with_tea_user,refreshing_user,fragrant_user,adventurous_user,cold_user,fruity_drink,milky_drink,with_tea_drink,refreshing_drink,fragrant_drink,cold_drink,distance,popularity,label
2,130.0,1,1,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.16,53.0,1
2,131.0,1,1,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,67.0,1
2,132.0,1,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,1.0,3.02,86.0,0
2,133.0,1,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.23,74.0,1
2,134.0,1,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.69,97.0,1
2,135.0,1,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.48,50.0,0
2,136.0,1,1,0,0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3.51,95.0,1
2,137.0,1,1,0,0,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,1.77,64.0,0
2,138.0,1,1,0,0,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,3.65,58.0,1
2,139.0,1,1,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,64.0,0
2,140.0,1,1,0,0,1,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.64,98.0,1
2,141.0,1,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,2.74,73.0,0
2,142.0,1,1,0,0,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,3.97,53.0,0
2,143.0,1,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.66,61.0,1
2,144.0,1,1,0,0,1,1,0,1.0,1.0,1.0,0.0,1.0,0.0,3.17,86.0,1
2,145.0,1,1,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,4.44,86.0,0
2,146.0,1,1,0,0,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3.12,92.0,1
2,147.0,1,1,0,0,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.24,55.0,0
2,148.0,1,1,0,0,1,1,0,1.0,0.0,1.0,1.0,1.0,0.0,0.22,88.0,0
2,149.0,1,1,0,0,1,1,0,1.0,1.0,0.0,0.0,1.0,1.0,4.36,95.0,1
2,150.0,1,1,0,0,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,73.0,1
3,101.0,1,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.01,62.0,0
3,102.0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,2.76,62.0,0
3,103.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,4.38,67.0,0
3,104.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,3.69,81.0,0
3,105.0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,81.0,1
3,106.0,1,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,3.33,84.0,1
3,107.0,1,0,0,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,3.49,88.0,0
3,108.0,1,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.26,95.0,1
3,109.0,1,0,0,0,1,0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.32,78.0,0
3,110.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,1.0,2.5,98.0,0
3,111.0,1,0,0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,0.0,1.18,78.0,1
3,112.0,1,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,4.94,93.0,0
3,113.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,4.73,65.0,1
3,114.0,1,0,0,0,1,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.29,93.0,0
3,115.0,1,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,3.56,96.0,1
3,116.0,1,0,0,0,1,0,0,1.0,0.0,0.0,1.0,0.0,0.0,4.63,59.0,1
3,117.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,1.0,0.98,79.0,0
3,118.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,2.88,74.0,1
3,119.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,4.59,88.0,1
3,120.0,1,0,0,0,1,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.27,69.0,0
3,121.0,1,0,0,0,1,0,0,1.0,0.0,1.0,0.0,1.0,1.0,3.52,54.0,1
3,122.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.56,50.0,0
3,123.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,4.63,79.0,0
3,124.0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,4.86,98.0,1
3,125.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,4.73,52.0,1
3,126.0,1,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.42,94.0,1
3,127.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4.32,63.0,0
3,128.0,1,0,0,0,1,0,0,1.0,1.0,0.0,1.0,1.0,0.0,4.24,79.0,1
3,129.0,1,0,0,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.66,99.0,0
3,130.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,4.16,53.0,0
3,131.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,67.0,0
3,132.0,1,0,0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,1.0,3.02,86.0,1
3,133.0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.23,74.0,1
3,134.0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.69,97.0,1
3,135.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.48,50.0,0
3,136.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3.51,95.0,1
3,137.0,1,0,0,0,1,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.77,64.0,0
3,138.0,1,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,3.65,58.0,1
3,139.0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,64.0,1
3,140.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.64,98.0,0
3,141.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.74,73.0,0
3,142.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,3.97,53.0,0
3,143.0,1,0,0,0,1,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.66,61.0,1
3,144.0,1,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,3.17,86.0,1
3,145.0,1,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,4.44,86.0,0
3,146.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,3.12,92.0,1
3,147.0,1,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.24,55.0,0
3,148.0,1,0,0,0,1,0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.22,88.0,1
3,149.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,4.36,95.0,1
3,150.0,1,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,73.0,1
4,101.0,1,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,1.01,62.0,0
4,102.0,1,1,1,1,1,1,0,0.0,1.0,0.0,1.0,0.0,1.0,2.76,62.0,0
4,103.0,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.38,67.0,0
4,104.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,3.69,81.0,0
4,105.0,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,81.0,0
4,106.0,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,1.0,0.0,3.33,84.0,1
4,107.0,1,1,1,1,1,1,0,0.0,1.0,1.0,0.0,1.0,0.0,3.49,88.0,1
4,108.0,1,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,4.26,95.0,0
4,109.0,1,1,1,1,1,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.32,78.0,0
4,110.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,1.0,2.5,98.0,0
4,111.0,1,1,1,1,1,1,0,1.0,0.0,1.0,1.0,1.0,0.0,1.18,78.0,1
4,112.0,1,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,4.94,93.0,0
4,113.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,4.73,65.0,0
4,114.0,1,1,1,1,1,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.29,93.0,0
4,115.0,1,1,1,1,1,1,0,0.0,0.0,1.0,0.0,1.0,0.0,3.56,96.0,0
4,116.0,1,1,1,1,1,1,0,1.0,0.0,0.0,1.0,0.0,0.0,4.63,59.0,0
4,117.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.98,79.0,0
4,118.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,2.88,74.0,1
4,119.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,0.0,4.59,88.0,0
4,120.0,1,1,1,1,1,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.27,69.0,1
4,121.0,1,1,1,1,1,1,0,1.0,0.0,1.0,0.0,1.0,1.0,3.52,54.0,0
4,122.0,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.56,50.0,0
4,123.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,4.63,79.0,0
4,124.0,1,1,1,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,4.86,98.0,0
4,125.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,4.73,52.0,0
4,126.0,1,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,2.42,94.0,0
4,127.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,4.32,63.0,0
4,128.0,1,1,1,1,1,1,0,1.0,1.0,0.0,1.0,1.0,0.0,4.24,79.0,1
4,129.0,1,1,1,1,1,1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.66,99.0,1
4,130.0,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.16,53.0,0
4,131.0,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,67.0,0
4,132.0,1,1,1,1,1,1,0,1.0,0.0,0.0,1.0,1.0,1.0,3.02,86.0,0
4,133.0,1,1,1,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.23,74.0,0
4,134.0,1,1,1,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.69,97.0,0
4,135.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.48,50.0,0
4,136.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3.51,95.0,0
4,137.0,1,1,1,1,1,1,0,0.0,0.0,1.0,1.0,0.0,1.0,1.77,64.0,0
4,138.0,1,1,1,1,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,3.65,58.0,0
4,139.0,1,1,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,64.0,0
4,140.0,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.64,98.0,0
4,141.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,1.0,2.74,73.0,0
4,142.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,1.0,1.0,3.97,53.0,0
4,143.0,1,1,1,1,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.66,61.0,1
4,144.0,1,1,1,1,1,1,0,1.0,1.0,1.0,0.0,1.0,0.0,3.17,86.0,1
4,145.0,1,1,1,1,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,4.44,86.0,0
4,146.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3.12,92.0,0
4,147.0,1,1,1,1,1,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.24,55.0,0
4,148.0,1,1,1,1,1,1,0,1.0,0.0,1.0,1.0,1.0,0.0,0.22,88.0,1
4,149.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,1.0,1.0,4.36,95.0,0
4,150.0,1,1,1,1,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,73.0,1
5,101.0,0,1,0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,1.01,62.0,0
5,102.0,0,1,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,1.0,2.76,62.0,1
5,103.0,0,1,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.38,67.0,1
5,104.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,3.69,81.0,0
5,105.0,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,81.0,1
5,106.0,0,1,0,1,0,1,0,1.0,1.0,1.0,0.0,1.0,0.0,3.33,84.0,0
5,107.0,0,1,0,1,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,3.49,88.0,0
5,108.0,0,1,0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,4.26,95.0,0
5,109.0,0,1,0,1,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.32,78.0,1
5,110.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,2.5,98.0,0
5,111.0,0,1,0,1,0,1,0,1.0,0.0,1.0,1.0,1.0,0.0,1.18,78.0,0
5,112.0,0,1,0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,1.0,4.94,93.0,0
5,113.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,4.73,65.0,1
5,114.0,0,1,0,1,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.29,93.0,1
5,115.0,0,1,0,1,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,3.56,96.0,0
5,116.0,0,1,0,1,0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,4.63,59.0,1
5,117.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.98,79.0,0
5,118.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,2.88,74.0,0
5,119.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,4.59,88.0,1
5,120.0,0,1,0,1,0,1,0,1.0,1.0,0.0,1.0,0.0,0.0,0.27,69.0,1
5,121.0,0,1,0,1,0,1,0,1.0,0.0,1.0,0.0,1.0,1.0,3.52,54.0,0
5,122.0,0,1,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.56,50.0,1
5,123.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,4.63,79.0,0
5,124.0,0,1,0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,4.86,98.0,0
5,125.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,4.73,52.0,1
5,126.0,0,1,0,1,0,1,0,1.0,0.0,1.0,0.0,0.0,0.0,2.42,94.0,0
5,127.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,4.32,63.0,1
5,128.0,0,1,0,1,0,1,0,1.0,1.0,0.0,1.0,1.0,0.0,4.24,79.0,1
5,129.0,0,1,0,1,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,1.66,99.0,0
5,130.0,0,1,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.16,53.0,1
5,131.0,0,1,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,67.0,1
5,132.0,0,1,0,1,0,1,0,1.0,0.0,0.0,1.0,1.0,1.0,3.02,86.0,0
5,133.0,0,1,0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,1.23,74.0,0
5,134.0,0,1,0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.69,97.0,0
5,135.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.48,50.0,1
5,136.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3.51,95.0,1
5,137.0,0,1,0,1,0,1,0,0.0,0.0,1.0,1.0,0.0,1.0,1.77,64.0,0
5,138.0,0,1,0,1,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,3.65,58.0,0
5,139.0,0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,64.0,1
5,140.0,0,1,0,1,0,1,0,0.0,1.0,0.0,0.0,1.0,1.0,1.64,98.0,0
5,141.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,1.0,2.74,73.0,1
5,142.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,1.0,3.97,53.0,0
5,143.0,0,1,0,1,0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.66,61.0,0
5,144.0,0,1,0,1,0,1,0,1.0,1.0,1.0,0.0,1.0,0.0,3.17,86.0,0
5,145.0,0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,4.44,86.0,1
5,146.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,0.0,0.0,3.12,92.0,1
5,147.0,0,1,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.24,55.0,1
5,148.0,0,1,0,1,0,1,0,1.0,0.0,1.0,1.0,1.0,0.0,0.22,88.0,0
5,149.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,4.36,95.0,0
5,150.0,0,1,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,73.0,0
6,101.0,0,0,0,1,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,1.01,62.0,0
6,102.0,0,0,0,1,1,0,0,0.0,1.0,0.0,1.0,0.0,1.0,2.76,62.0,0
6,103.0,0,0,0,1,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,4.38,67.0,0
6,104.0,0,0,0,1,1,0,0,0.0,0.0,0.0,1.0,1.0,1.0,3.69,81.0,1
6,105.0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,81.0,1
